time, Quad.IMU.AX
0.584996,-0.047105
0.589996,0.374460
0.594996,0.443217
0.599996,-0.965848
0.604996,0.063162
0.609996,-0.298679
0.614996,0.106097
0.619996,0.359011
0.624996,-0.259632
0.629995,0.506326
0.634995,0.095133
0.639995,-1.060618
0.644995,-0.098122
0.649995,0.312301
0.654995,0.628466
0.659995,-0.074289
0.664995,0.584374
0.669995,0.060148
0.674995,0.194894
0.679995,-0.600377
0.684995,0.058922
0.689995,0.027116
0.694995,0.589551
0.699995,0.587724
0.704994,-0.214979
0.709994,0.639322
0.714994,-0.242341
0.719994,-0.010306
0.724994,0.760502
0.729994,0.045159
0.734994,0.626412
0.739994,-0.675074
0.744994,0.628443
0.749994,-0.039814
0.754994,-0.205640
0.759994,0.241010
0.764994,0.399141
0.769994,-0.487205
0.774994,0.707590
0.779994,-0.123338
0.784993,-0.162441
0.789993,0.500051
0.794993,-0.982311
0.799993,-0.171547
0.804993,0.091594
0.809993,-0.445139
0.814993,-0.289367
0.819993,-0.235611
0.824993,0.393037
0.829993,0.004827
0.834993,0.253210
0.839993,0.003485
0.844993,0.585379
0.849993,-0.127246
0.854993,-0.146249
0.859993,-0.383076
0.864992,-0.201050
0.869992,-0.501929
0.874992,0.084234
0.879992,-0.117713
0.884992,-0.413414
0.889992,-0.689791
0.894992,-0.715077
0.899992,0.460532
0.904992,-0.026817
0.909992,0.184698
0.914992,-0.334926
0.919992,-0.375560
0.924992,-0.261285
0.929992,0.471997
0.934992,-0.444660
0.939991,0.304036
0.944991,-0.234628
0.949991,1.257097
0.954991,-0.655397
0.959991,0.487441
0.964991,1.196156
0.969991,-0.721491
0.974991,0.977080
